ID,name,STD_INTENSITY_CH1,SOLIDITY,STD_INTENSITY_CH2,STD_INTENSITY_CH3,QUALITY,POSITION_T,TOTAL_INTENSITY_CH3,TOTAL_INTENSITY_CH2,TOTAL_INTENSITY_CH1,CONTRAST_CH1,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_Y0,FRAME,CIRCULARITY,MEAN_INTENSITY_CH3,AREA,ELLIPSE_MAJOR,CONTRAST_CH3,CONTRAST_CH2,MEAN_INTENSITY_CH1,MAX_INTENSITY_CH2,MEAN_INTENSITY_CH2,MAX_INTENSITY_CH3,MAX_INTENSITY_CH1,MIN_INTENSITY_CH3,MIN_INTENSITY_CH2,MIN_INTENSITY_CH1,SNR_CH3,SNR_CH1,ELLIPSE_X0,SHAPE_INDEX,SNR_CH2,MEDIAN_INTENSITY_CH1,VISIBILITY,RADIUS,MEDIAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH3,POSITION_X,POSITION_Y,ELLIPSE_ASPECTRATIO,POSITION_Z,PERIMETER,ROI_N_POINTS,TRACK_ID,MEAN_INTENSITY_CH2_AVG,MEAN_INTENSITY_CH1_AVG,MEAN_INTENSITY_CH2_NORM,MEAN_INTENSITY_CH1_NORM,DISCRETE_PHASE_MAX,CELL_CYCLE_PERC,CELL_CYCLE_PERC_DTW,DTW_DISTANCE,DTW_DISTORTION,DTW_DISTORTION_REL,DTW_WARP,DTW_WARP_REL,CELL_CYCLE_PERC_DTW_POST,time,CELL_CYCLE_PERC_NORM
3728,ID3728,16.395906625402194,0.9823886890735452,99.05219754707888,0.0,7921.0,1.0,95052.0,2743099.0,549866.0,-0.011214659168049,3.3372409097925906,1.5529135075027125,0.0663991557947322,1,0.4249121543795636,12.0,36.31812656654251,6.252726424872795,0.7030135808220159,0.3945617444119348,69.41876025754324,595.0,346.3071581870976,12.0,124.0,12.0,77.0,21.0,inf,-0.0960407344808759,1.2593077333524074,5.438202247191009,1.9783566019178207,69.0,1,3.40006157794306,362.0,12.0,160.52316956684282,32.93906155307898,1.8736215316446547,0.0,32.77306609860981,164,10,359.33253291725265,70.25945218939918,0.37,0.06,G1,7.411105695293827,93.77880184331798,0.044491803202785,1157.0,28.21951219512195,35.0,0.8536585365853658,93.77421381580264,0.25,0.9377880184331798
3711,ID3711,26.47385939508927,0.9887624093860083,97.35328707374052,0.0,33963.0,1.0,203778.0,13226702.0,3396277.0,-0.1610383847567804,5.803515662248575,0.7169186146780464,0.0037951671412638,1,0.5561701762571157,6.0,155.72181954039667,8.52799229936421,0.6667616374415691,0.3997810096436822,99.9993227924506,659.0,389.4444542590466,6.0,218.0,6.0,127.0,24.0,inf,-1.4500971912271332,0.0043535869459054,4.753364119562081,2.2850039905006705,97.0,1,7.040439947491667,399.0,6.0,140.07751300909268,56.45517020148864,1.469452793043731,0.0,59.316541120624365,552,1,416.8660345408189,116.2359702847868,0.44,0.19,G1/S,40.9531764421709,1.2672811059907838,0.0453495339369209,88.0,2.1463414634146343,16.0,0.3902439024390244,,0.25,0.0126728110599078
3737,ID3737,51.21658842095922,0.9822209397820348,23.15567670432863,0.0,22126.0,1.0,309764.0,2980661.0,7020472.0,0.1628880905089523,4.1957259763958135,1.8683984491824013,0.0160905385354048,1,0.5132833105899086,14.0,101.44866410949624,7.690414458519129,0.7965196361305963,-0.1440773620762566,317.2951279038236,257.0,134.71305251740034,14.0,496.0,14.0,58.0,139.0,inf,1.7355381403922527,-0.0239220199128718,4.947962053444678,-1.9585895397336892,319.0,1,5.682614954947358,134.0,14.0,145.92777128963445,76.02625154381175,1.8329162823748804,0.0,49.836728612762045,450,3,324.2638799053493,254.0178119567321,0.33,0.56,G1/S,43.15476087902272,96.31336405529954,0.0647544842935427,1024.0,30.11764705882353,32.0,0.9411764705882352,,0.25,0.9631336405529954
3705,ID3705,100.36693385881792,0.9894321021000732,59.24851597761352,0.0,29305.0,1.0,146525.0,8197116.0,12538469.0,0.4108719645764133,6.09154998277225,1.1682922944598235,0.0495161351333881,1,0.6021963011325723,5.0,134.36468867977865,7.047369342449743,0.3020335805145931,0.3225664816854859,427.8610817266678,477.0,279.7173178638458,5.0,716.0,5.0,101.0,116.0,inf,2.4829102907658225,-0.0555557188056548,4.568103026629404,2.3028921496550394,439.0,1,6.539847762813811,284.0,5.0,135.336540994012,71.07363440791282,1.1569090563782096,0.0,52.95152415105966,460,4,285.1972336366102,419.0507308934839,0.28,1.0,G1/S,44.2685877698961,91.2442396313364,0.0361813934781326,641.0,17.324324324324323,29.0,0.7837837837837838,,0.25,0.912442396313364
3696,ID3696,16.513207496762856,0.988525370586207,30.634998762845616,0.0,30109.0,1.0,90327.0,4992996.0,2065424.0,-0.0313301538719845,5.921354139629157,0.2035927892370741,0.10065696355011,1,0.6001574352158451,3.0,138.05106334958046,7.487852332650466,0.6891234019211231,0.3206516930677457,68.59822644392042,281.0,165.83068185592347,3.0,135.0,3.0,57.0,16.0,inf,-0.268718887099574,-0.0220109380100263,4.5758558696473015,2.62858642008314,68.0,1,6.6289530291258085,166.0,3.0,143.23975874314962,10.473568421133248,1.2645506679861265,0.0,53.76407950887668,452,13,166.7862817926545,68.12385186051901,0.14,0.06,G1,0.7903193698516588,16.474654377880185,0.1388058672347904,0.0,0.0,0.0,0.0,16.474654377880185,0.25,0.1647465437788018
3700,ID3700,16.46097140870509,0.9895079426578832,33.46691733227346,0.0,31924.0,1.0,127696.0,5499272.0,2192168.0,-0.0151315329861848,5.830581038008029,2.5128289614645274,0.0095631370701806,1,0.5908438818055408,4.0,146.37291661536435,8.024654454056536,0.8240201119872015,0.313851826394262,68.66833730109009,302.0,172.26137075554442,4.0,133.0,4.0,65.0,12.0,inf,-0.1281845736067518,0.0081555706057492,4.611779777667698,2.459124148821941,68.0,1,6.8258293582704015,173.0,4.0,149.87241107434673,23.782870117555174,1.3763044200476622,0.0,55.79546790341856,482,2,176.20277282384438,69.11587495422931,0.15,0.06,G1,1.206682255331998,2.534562211981567,0.0639923842353418,29.0,1.318181818181818,7.0,0.3181818181818182,,0.25,0.0253456221198156
3724,ID3724,16.312932533007103,0.9915238209858492,74.0338177247418,0.0,28835.0,1.0,288350.0,8630907.0,2037034.0,-0.0236574195525355,8.399699494779522,-0.656963750467574,-0.8062058769972088,1,0.5441886784305421,10.0,132.2097184126061,10.355252591232423,0.6959885816571303,0.4328539412319356,70.64449453788798,502.0,299.3205132651292,10.0,134.0,10.0,60.0,19.0,inf,-0.2098656783400027,4.203556008683839,4.80540704646975,2.4427317944193407,70.0,1,6.487192028937301,312.0,10.0,158.0958258158644,135.20146687979346,1.2328122687803644,0.0,55.25376433154048,324,11,290.64279163670403,70.59317951095699,0.29,0.07,G1,5.537126299253487,67.16589861751152,0.0367962911808661,47.0,1.146341463414634,13.0,0.3170731707317073,67.01347041918368,0.25,0.6716589861751152
3691,ID3691,16.79682557404953,0.9914017802100344,115.95571857926176,0.0,45833.0,1.0,91666.0,21705895.0,3442993.0,-0.011329673838633,7.972593932861539,-0.6731290260577878,-0.0018996030547747,1,0.609614964233014,2.0,210.14628139431147,8.415320215843419,1.0,0.7062666310902317,75.12039360286256,795.0,473.5866079026029,2.0,138.0,2.0,105.0,18.0,inf,-0.1025006326957357,-0.0079230278770246,4.540222352279484,3.381107874268976,75.0,1,8.17873088642548,486.0,2.0,126.69048261246066,108.45104542183326,1.0555310212347635,0.0,65.81698398315854,564,12,482.4713402380978,75.57634169413369,0.52,0.08,G1,10.570426313848202,1.2672811059907838,0.0513512973910754,12.0,0.3636363636363636,6.0,0.1818181818181818,1.2240594276590908,0.25,0.0126728110599078
3720,ID3720,89.14190033770944,0.9886696690256628,19.91195295546517,0.0,27661.0,1.0,248949.0,3205990.0,9931188.0,0.3072207695384408,6.832416377991768,0.410977088624719,1.2086347201099958,1,0.6451870189172634,9.0,126.82687778779606,7.738820847074358,0.7080490289913243,0.0854439959992608,359.03213911283035,203.0,115.9028957738332,9.0,635.0,9.0,51.0,132.0,inf,1.8931414626505771,0.061722266638208,4.413286498609611,0.9163988913973778,358.0,1,6.353758654031399,115.0,9.0,136.60863577192345,157.56608279188703,1.132662358225452,0.0,49.70130271979258,214,7,116.50830915358708,325.2054733570731,0.08,0.75,S/G2/M,55.0,93.77880184331798,0.0307508712911548,772.0,18.82926829268293,38.0,0.926829268292683,93.76923206896394,0.25,0.9377880184331798
3716,ID3716,61.96344072958975,0.987541589648798,125.57012051279789,0.0,26713.0,1.0,213704.0,14610812.0,4945707.0,-0.009236158158061,5.8557645413205295,-0.3191124531135168,-0.3034801757560653,1,0.6196934410100441,8.0,122.4802569084774,8.681373001243584,0.6110021522344666,0.3153694600099266,185.1423277056115,850.0,546.9551154868416,8.0,468.0,8.0,147.0,52.0,inf,-0.0557084919874724,1.691653711928219,4.503150712388701,2.08865761306888,172.0,1,6.243931184462148,574.0,8.0,156.72897198653686,58.79176008199688,1.4825345076606944,0.0,49.836728612762,296,5,566.8043247922145,167.72609421277394,0.62,0.33,G1/S,37.50854870182178,95.04608294930875,0.0433408389721002,1521.0,37.09756097560975,39.0,0.951219512195122,,0.25,0.9504608294930876
3742,ID3742,70.16106997657043,0.9890312375058664,21.43809342421901,0.0,28448.0,2.0,312928.0,3635982.0,10111874.0,0.3170617368182968,7.410174872198769,0.5552296807977043,1.7446773933629534,2,0.6221902368357395,11.0,130.43530672452982,8.031412877932281,0.709272982175045,0.0948201991311954,355.451138920135,213.0,127.8115157480315,11.0,573.0,11.0,57.0,128.0,inf,2.4392224229836423,0.0576116657183573,4.494106251650583,1.032694546007047,357.0,1,6.443512057708351,127.0,11.0,135.16454784508596,157.65109193700633,1.083835809066295,0.0,51.326413435426105,230,7,116.73046606653833,299.87602195315725,0.08,0.68,S/G2/M,55.0,93.77880184331798,0.0307508712911548,772.0,18.82926829268293,38.0,0.926829268292683,93.76923206897392,0.5,0.9377880184331798
3741,ID3741,44.86886372345645,0.980342651036971,94.09937867375038,0.0,29898.0,2.0,298980.0,13290432.0,4149580.0,-0.1311479597498625,5.392736467985337,0.550424662363556,-0.0658268883563258,2,0.550670621021568,10.0,137.08361925091376,8.215882231698405,0.8867396661488478,0.4689481664493675,138.79122349321025,746.0,444.5257876781056,10.0,324.0,10.0,135.0,35.0,inf,-0.9338188620481064,0.198681733853743,4.777041107974057,3.016189131390367,131.0,1,6.605684767033654,453.0,10.0,134.64978954399805,57.572215939904645,1.5235089421619303,0.0,55.93089379638776,474,1,439.0426592054972,135.5881530899707,0.47,0.24,G1/S,40.38268894308209,1.2672811059907838,0.0453495339369209,88.0,2.1463414634146343,16.0,0.3902439024390244,,0.5,0.0126728110599078
3734,ID3734,16.492776293200244,0.9897951377732892,34.32499905488745,0.0,32347.0,2.0,258776.0,5800850.0,2249272.0,-0.0138250935744451,5.68310234706572,2.73315268384819,0.0181377310745646,2,0.5816092669906153,8.0,148.31238985581984,8.301813881823541,0.7929177338411122,0.2775630546490754,69.53572201440628,305.0,179.33193186385137,8.0,131.0,8.0,69.0,15.0,inf,-0.1182111188177656,-0.0116283959456805,4.648247808089784,2.270159664143563,69.0,1,6.8709024105027146,180.0,8.0,147.70325894288774,25.759677832152008,1.460789085755231,0.0,56.60802326123532,494,2,183.39980621458676,69.16348159731008,0.16,0.06,G1,1.6007744958501462,2.534562211981567,0.0639923842353418,29.0,1.318181818181818,7.0,0.3181818181818182,,0.5,0.0253456221198156
3702,ID3702,62.1264782922869,0.991362603182199,111.30644467508488,0.0,41434.0,2.0,82868.0,20929377.0,8088306.0,-0.0278714192249863,6.771317888711912,2.800000629881942,0.0015101587925913,2,0.6046036619762536,2.0,189.97667670219943,8.966009082512903,0.3135198966531142,0.5731367048509637,195.20939325191875,847.0,505.1256697398272,2.0,433.0,2.0,151.0,57.0,inf,-0.1801728479864798,0.0133405710634805,4.558999508320899,3.306746345938128,186.0,1,7.776339391940909,512.0,2.0,146.2919709247817,77.21243519753936,1.324115811703308,0.0,62.83761433783039,524,3,413.5191699304336,200.94858640931503,0.44,0.42,G1/S,40.9531764421709,96.31336405529954,0.0647544842935427,1024.0,30.11764705882353,32.0,0.9411764705882352,,0.5,0.9631336405529954
3729,ID3729,84.50563954806066,0.9884878048780492,53.7613429141886,0.0,27863.0,2.0,195041.0,7822853.0,11458959.0,0.4327577344583656,6.148495572834867,-0.8997373729091276,-0.0289399259546836,2,0.6291585227161302,7.0,127.75305649836812,6.73952861233958,0.6796045578042854,0.2415974547329392,411.2607759394178,466.0,280.76133223271006,7.0,654.0,7.0,113.0,126.0,inf,2.9399075280062013,-0.0174207827780255,4.469149574804513,2.0323978305858583,423.0,1,6.37691625110656,284.0,7.0,128.08098608933335,69.35483051108491,1.096126447925896,0.0,50.51385807760933,398,4,283.05454225552535,411.0039542757752,0.28,0.98,G1/S,44.2685877698961,91.2442396313364,0.0361813934781326,641.0,17.324324324324323,29.0,0.7837837837837838,,0.5,0.912442396313364
3725,ID3725,16.474760618327547,0.9899539686489172,31.51381965384416,0.0,31829.0,2.0,190974.0,5300621.0,2177572.0,-0.0407230264308962,6.277771275379208,0.1385893391478093,0.0699780501919734,2,0.6156909566040604,6.0,145.9373375188082,7.4717226784762545,0.7393582624693749,0.3156305235529842,68.41471613936976,279.0,166.53432404411072,6.0,133.0,6.0,48.0,16.0,inf,-0.352578997402244,-0.0367638966830471,4.517764044669004,2.535582605551631,68.0,1,6.815665579793164,168.0,6.0,143.99564509339007,12.16079758414782,1.1901871461580011,0.0,54.57663486669336,448,13,178.93677907827905,69.10340204413724,0.16,0.06,G1,1.6007744958501462,17.741935483870968,0.1388058672347904,0.0,0.0,0.0,0.0,17.741935483870968,0.5,0.1774193548387097
3717,ID3717,16.805440094719767,0.9915186183378244,122.98739579889364,0.0,45067.0,2.0,180268.0,22001765.0,3390378.0,-0.004969461984753,7.63250081303293,-1.3054793693074789,-0.0036333613730247,2,0.6019009719176575,4.0,206.634138363132,8.610802659884248,1.0,0.7082884501453107,75.22972463221426,830.0,488.2012337186855,4.0,139.0,4.0,96.0,20.0,inf,-0.0447138989215929,-0.0005043959312542,4.569223583745197,3.2916770380838654,75.0,1,8.110097968832077,505.0,4.0,121.58516357064624,104.75785255004388,1.1281757933364136,0.0,65.6815580901891,568,12,484.9572522314816,75.2744554787651,0.52,0.08,G1,10.570426313848202,1.2672811059907838,0.0513512973910754,12.0,0.3636363636363636,6.0,0.1818181818181818,1.2240594278297885,0.5,0.0126728110599078
3746,ID3746,17.06385812122633,0.9905118082969724,103.82562106450186,0.0,21453.0,2.0,278889.0,8512891.0,1570963.0,-0.0444282396455238,7.570872604855413,1.6596148846715049,-0.0352906020720757,2,0.5258620766944059,13.0,98.36293008862974,8.315783260573209,0.6713250672691425,0.3854116224878311,73.22812660234,656.0,396.8158765673799,13.0,142.0,13.0,83.0,22.0,inf,-0.3990492390117974,3.21097945261784,4.888425556723119,2.126475964914473,73.0,1,5.595524379467566,418.0,13.0,158.86934727732793,36.53473443345592,1.0983916510812852,0.0,48.48246968306741,276,10,381.6226591336056,70.04146213406078,0.4,0.06,G1,8.065157225817984,93.77880184331798,0.044491803202785,1157.0,28.21951219512195,35.0,0.8536585365853658,93.77421381581264,0.5,0.9377880184331798
3712,ID3712,16.42031220927864,0.9924111889137364,78.59364468750711,0.0,54140.0,2.0,162420.0,17467139.0,3830764.0,-0.0192241519389032,7.92582058276862,1.898502331314894,0.0188423675877854,2,0.5987061317592424,3.0,248.23423460580864,9.931596179284629,0.4580328555612077,0.4731003823013799,70.75663095677872,568.0,322.6290912449206,3.0,129.0,3.0,65.0,10.0,inf,-0.1689247010135275,0.0021681831798057,4.581398602074454,2.6367384248453813,70.0,1,8.889061309513808,332.0,3.0,153.63037605198002,129.90596208800605,1.2530685088780242,0.0,72.18200095272326,636,11,313.2659069689981,69.78735338465108,0.32,0.06,G1,6.267859703632439,67.16589861751152,0.0367962911808661,47.0,1.146341463414634,13.0,0.3170731707317073,67.13316183643543,0.5,0.6716589861751152
3721,ID3721,58.27028435841507,0.9885693904241036,127.7488222912072,0.0,29102.0,2.0,145510.0,17062155.0,6061966.0,-0.0269211692838929,5.951863703225131,-0.182637806975313,-0.0616041526267756,2,0.6232684755146612,5.0,133.4339249260849,7.277529593726788,0.3869300752512745,0.4111054834221216,208.3006666208508,945.0,586.2880558037248,5.0,462.0,5.0,197.0,71.0,inf,-0.1977968688468878,0.0304468719533718,4.490217223939584,2.6741017437628614,201.0,1,6.517157160624451,603.0,5.0,154.1854015880878,58.13457536577057,1.2227312244706343,0.0,51.86811700730394,404,5,574.4105092577543,156.3784864679513,0.63,0.3,G1/S,37.30740550329887,95.04608294930875,0.0433408389721002,1521.0,37.09756097560975,39.0,0.951219512195122,,0.5,0.9504608294930876
3710,ID3710,16.17708948213446,0.9895169098253924,34.37527447653901,0.0,29639.0,3.0,177834.0,5244574.0,1990509.0,-0.1005706978509588,5.88009138976273,0.0967602086723053,0.1395527908746694,3,0.6217152058152684,6.0,135.8960930824078,7.552533045712227,0.6232048972836141,0.3132257288285351,67.15843989338372,294.0,176.94841256452648,6.0,143.0,6.0,54.0,14.0,inf,-0.9283989449005152,0.019389167760387,4.495822819160357,2.4555486195523843,67.0,1,6.577010713225503,178.0,6.0,147.4785484234954,14.881180512244615,1.2844244323925351,0.0,52.40982057918205,406,13,190.1858999080483,69.7228828675445,0.17,0.06,G1,1.975401981380401,19.00921658986175,0.1388058672347904,0.0,0.0,0.0,0.0,19.00921658986175,0.75,0.1900921658986175
3739,ID3739,19.484787465396582,0.982685512367491,125.86472212510428,0.0,5562.0,3.0,83430.0,2108295.0,481631.0,-0.0411067177937317,2.150031058189648,-1.5618422869314192,-0.0294568184065137,3,0.4412398257434518,15.0,25.502009842584243,5.268450923603546,0.6062816271390937,0.2796392343106548,86.59313196691838,640.0,379.0533980582524,15.0,175.0,15.0,66.0,24.0,inf,-0.3810309871808225,0.5192018454537489,5.336635978503893,1.3162455793592622,86.0,1,2.8491300164174502,402.0,15.0,160.79004026064504,55.167717027379645,2.450406892279801,0.0,26.94975270092297,122,19,402.0762166389599,77.72565148245731,0.42,0.08,G1,8.491854784145744,1.2672811059907838,0.0794694404186764,74.0,1.947368421052632,16.0,0.4210526315789473,,0.75,0.0126728110599078
